date,inundation_km2,population_exposed_est,crop_exposed_km2,rangeland_exposed_km2,cattle_exposure_index,flooded_cells,health_facilities_exposed
2019-11-21,511.17922985018515,810.6851820349693,28.572774645170657,341.43686994382307,23615790.08388028,9666,0
2019-11-22,384.84421432285563,984.0339090973139,14.27126981805255,223.65158440415127,25531192.204684082,7276,0
2019-11-23,461.0859574517332,1126.3646637126803,20.37024091890611,352.97108043805343,23641617.215877797,8734,0
2019-11-24,229.35404408024175,861.5911379605532,10.870152113609775,183.90208732106933,15439283.602728112,4345,0
2019-11-25,493.6663595250953,1114.6380973160267,19.734046842203792,355.04104854845184,29485536.64942061,9353,0
2019-11-26,174.30077047021553,157.02438556402922,11.339520115703474,155.24676094931127,3646343.1563120275,3302,0
2019-11-27,629.8607942884641,1221.8056671209633,21.9110520660699,382.1736425111288,37374763.833833486,11921,0
2019-11-28,490.4135193406214,792.9935358464718,25.04271744309809,297.6849685658762,26512082.70747641,9265,0
2019-11-29,766.5143597221269,1322.5159201063216,33.8971861362686,348.8585648939679,48384895.62613141,14468,1
2019-11-30,560.2009377543275,1000.6000329107046,34.23873487054181,341.10273623906244,31916775.35294887,10589,0
2019-12-01,559.7589071038974,1197.0662517212331,35.87606074885763,343.19821827695665,35898643.26117519,10588,1
2019-12-02,607.5491188391601,1207.776969447732,28.768556022899997,409.1599543591188,32693494.321205284,11496,0
2019-12-03,539.8417629960106,1055.5029626339674,38.92970772167512,344.46965161208897,33289075.989310257,10212,0
2019-12-04,897.2614169599913,1346.325701650232,33.46418218817261,463.57754686724167,50425388.72236807,16977,0
2019-12-05,559.2954073113905,884.0882597640157,36.70043226488913,361.2043936162787,28377904.05800228,10578,0
2019-12-06,934.7418178217995,1289.57207101956,35.430256895432414,436.5705797528933,52068912.52549869,17677,0
2019-12-07,640.713796689379,976.8206476308405,36.003010989673015,398.89072589793324,30677639.077672973,12114,0
2019-12-08,686.7314229897369,1110.3916296847165,33.864091160719425,348.6005356091549,43440717.67811404,12975,0
2019-12-09,648.891460125768,1026.291405171156,29.03246989152086,388.6467398958484,30775500.20213992,12269,0
2019-12-10,456.742748717482,817.9268258288503,25.991745258309,275.35868156312256,29405589.177174665,8635,0
2019-12-11,618.8894667631762,999.4902572371066,20.41591246350634,381.02414143718113,30374374.503825076,11717,0
2019-12-12,462.23349615468925,483.3888340741396,24.45350176038326,264.1087110347796,24581122.027967446,8730,0
2019-12-13,837.025194672328,1095.6830614432693,25.520811942144036,377.6908682391585,49960062.092394054,15813,0
2019-12-14,529.429681672873,596.3925269469619,28.900265948375377,287.67701447452737,26532045.529094875,9995,0
2019-12-15,623.1684583014683,921.742333997041,27.819616570166,295.398258106874,41430770.20525481,11766,0
2019-12-16,478.57205702738196,744.3590877205133,28.162839066453905,310.46287682369484,25874549.481890205,9051,0
2019-12-17,568.7947908719577,825.5340913683176,31.342595245215925,288.24447694870486,37146269.28085731,10739,0
2019-12-18,562.0279685336845,879.8425088301301,23.82146207024099,318.5700767378708,30446345.79279205,10622,0
2019-12-19,603.0969607102761,739.9935913085938,27.33041068046265,257.50002618693446,36250000.787473716,11370,0
2019-12-20,828.7688034159535,1047.8404446616769,22.148844800912876,327.84011863250964,45558432.34924813,15643,0
2019-12-21,576.3938781760182,712.5699563026428,25.956651245956113,261.54214690024634,32516461.09696824,10868,0
2019-12-22,872.8409227305491,1062.5123677700758,25.377118307045627,350.8580745538205,47448465.20541798,16476,0
2019-12-23,620.6383616766078,822.1444092690945,29.20664648802762,331.791731413332,30162009.983990595,11717,0
2019-12-24,720.2449776727406,958.0815137177706,29.805944978659586,328.6368853654176,42399813.13407836,13596,1
2019-12-25,615.5342334841789,930.7781047560275,23.389744468423817,340.41935994987426,30576819.655650675,11632,0
2019-12-26,572.0908228996005,865.7778501734138,28.36389988214426,302.73787799026974,35554162.5082062,10809,0
2019-12-27,736.6170544374432,970.1468795202672,19.267396721454087,335.1039526135014,38615604.71387139,13922,0
2019-12-28,572.6402156480368,606.3825294971466,24.460818584259634,238.90874441581303,30083505.277565893,10801,0
2019-12-29,946.7384983954937,894.3787784874439,19.595832044888475,315.38534256195203,44012587.42090927,17858,0
2019-12-30,706.4214868832686,687.0946057066321,20.074884778730706,285.0942702347389,29523112.742818728,13313,0
2019-12-31,840.0861734523086,914.0271692797542,23.57518232170773,346.105487310868,45093086.490005344,15845,0
2020-01-01,796.0840988195628,832.4806726202369,25.658398002889786,325.5537723281065,36105753.9294774,15010,0
2020-01-02,977.0136659871926,974.2865026108921,40.74504783518595,526.8196946813719,53142228.919706926,18439,0
2020-01-03,591.4694032723631,813.8479044623673,15.083543113849286,356.971810841977,28772161.209227666,11179,0
2020-01-04,440.23389096562624,366.45067811757326,23.1611709033118,149.91601414875294,28511950.981318675,8286,0
2020-01-05,638.9663863227448,543.4631829932332,16.672187924360834,224.73932445925146,38639052.51956462,12064,0
2020-01-06,664.9627234875035,524.5977564975619,25.467874753602405,368.61375452750656,33506290.54294434,12558,0
2020-01-07,1166.1012135868837,1041.4038913026452,22.939097535122457,687.2875509645999,47223377.44911445,22041,1
2020-01-08,693.1635000688988,547.6024298705161,17.71326942026411,416.4710804420842,26254414.59640244,13096,0
2020-01-09,1321.5605220942064,1245.7192613072693,32.99548075388736,906.4530826794314,52941723.56831496,24983,1
2020-01-10,1180.3436408604007,1316.7522897310555,19.003705527891984,803.0300728992187,42271136.6343263,22325,1
2020-01-11,1851.673174180701,1959.8085593022406,33.716858569929,1349.6087684331858,67433628.07696943,35026,1
2020-01-12,2028.0119411905275,1863.7305712141097,19.768060788109416,1391.9189258613796,65964573.187305495,38374,1
2020-01-13,1485.1925310820961,1236.5926553532481,24.031227480161668,1069.4190065983098,48274576.75782531,28099,1
2020-01-14,2271.6437131066336,1758.3136590495706,23.00223977462423,1519.1033076710974,71876166.7319583,42974,3
2020-01-15,1457.1442224191376,666.1541705839336,18.246679541629653,955.8331166836315,40764317.96272054,27542,0
2020-01-16,2620.9574389523577,2190.2730715833604,29.80723573851427,1806.061794725297,85555513.39640352,49570,1
2020-01-17,1845.6930368509422,920.1687801294029,18.778458813706486,1397.7431652140854,55272898.53814385,34934,0
2020-01-18,2275.008551605701,1773.5818832665682,27.452281713656348,1749.8846767205366,75511375.13104442,43058,1
2020-01-19,1871.0714123192618,1026.1169476136565,14.092830482119398,1453.773467275514,58744605.026223056,35427,0
2020-01-20,1921.930379052322,963.0216075778008,25.39789006904398,1427.5200007724193,62427122.37911674,36367,0
2020-01-21,2317.1649316899816,959.6334469020367,16.497239698064202,1652.7853590926647,71253400.28493966,43860,1
2020-01-22,1655.1026248690775,604.0112677812576,20.56073818673213,1237.7952379533508,51544057.67779686,31318,0
2020-01-23,2534.252577344167,1524.6633173674345,19.35699238235567,1838.0501791152867,77632256.07492234,47973,2
2020-01-24,1391.3373794672175,549.7508482150733,10.581683519722409,1119.0682848083363,41966244.45676224,26353,0
2020-01-25,2166.5062502180517,1361.4516721144319,11.025455595412131,1767.9242208362514,64084292.6109178,41043,1
2020-01-26,1297.4685803856892,555.112731244415,2.9569957729772733,1034.5614351991899,35948063.86210692,24575,0
2020-01-27,1751.293838694184,939.7375433519483,5.6997728632637035,1527.2150564865062,44973883.747007735,33201,1
2020-01-28,1943.8950330821467,823.7113574743271,4.167443669484517,1542.5700103847082,49698968.285670936,36830,1
2020-01-29,1396.6022517060362,518.8906105086207,6.226491154365004,1118.0271326658544,35075418.14245025,26460,1
2020-01-30,1429.3463894705963,453.1961111649871,8.505616353665507,1041.989248963362,42017424.78245864,27080,1
2020-01-31,519.5039412382907,165.4148682653904,8.570606076425412,322.4229054397451,19518948.9909877,9820,0
2020-02-01,776.5954855225411,293.09007446467876,7.413495361491951,528.7833947987185,26766483.10283517,14689,0
2020-02-02,1139.0823702139257,309.0115702934563,4.440029416524374,896.5600516445055,29170172.2829705,21564,0
2020-02-03,2080.6131999909812,369.24079475551844,6.772869454849694,1675.7437505371468,53990949.28789905,39427,0
2020-02-04,2252.3549388938754,487.59016413241625,5.338586669808703,1759.4593108960566,56160432.84514334,42671,0
2020-02-05,2244.77348407321,658.9339745491743,11.546426008711444,1830.2149942559643,58816134.19759229,42527,1
2020-02-06,2391.018230908263,769.3341439515352,10.081086496819111,1867.5532562640442,66546629.03149131,45298,1
2020-02-07,1539.1775417066635,502.3188336715102,12.770240949479133,1138.1139460787422,46715249.68814137,29127,1
2020-02-08,2402.927218768043,706.4126217141747,16.163280280964813,1751.1031983057853,72098438.55983399,45504,3
2020-02-09,742.5064568361942,171.750947996974,13.618146810811027,386.1138861148403,28604127.006693,14017,0
2020-02-10,2086.3823018729786,486.2601238936186,24.268433489172672,1611.0212263833812,62198321.698082425,39490,1
2020-02-11,1211.7415161081226,149.40363154560328,10.933314582396141,897.5581574387032,35207941.02221428,22927,0
2020-02-12,1590.3113178131705,203.49764930456877,14.426038670589243,1185.6159251973088,50215570.22840088,30087,0
2020-02-13,1485.6644799754642,200.35098234564066,7.035262382543053,1125.320890991545,39371191.97807931,28128,0
2020-02-14,1548.9140760902349,222.89006175845861,8.89181866393643,1242.855896380879,42357868.54070088,29328,0
2020-02-15,1649.5006324589394,296.7417124211788,6.741535879894542,1217.9388505412123,50716695.97555607,31236,0
2020-02-16,900.2120862263084,189.3751656189561,8.961613971524432,621.9766989083367,32233459.59362291,17034,0
2020-02-17,1660.8694740246294,291.7097967416048,14.525121380638085,1212.629306948388,53018196.43514108,31441,2
2020-02-18,859.2754076593158,130.10240494459867,9.492948168147933,596.0176800642608,29337625.918732405,16264,0
2020-02-19,1380.9430709267863,151.88545247912407,18.10637873282623,1004.8934217701618,44189091.278000444,26131,1
2020-02-20,753.4260938398899,172.4710578173399,7.071247635495413,495.1723445409514,28045047.593541656,14252,0
2020-02-21,978.2671806810191,110.06402533501387,11.195979590758366,666.6078389332946,34169022.33652506,18498,0
2020-02-22,1268.7997244591827,133.45826867967844,7.117551670909607,907.2946940370321,39692872.70392368,24017,0
2020-02-23,1084.1624831812267,86.75495088845491,8.957862062322274,811.7612807537907,31725990.784443866,20519,0
2020-02-24,1198.1539291501701,124.66115669161081,8.269837782299483,922.7111516125641,34636246.55109752,22687,0
2020-02-25,369.9867610513604,41.69275462627411,7.31298096540375,192.2569261836464,15518254.180671891,6989,0
2020-02-26,615.3952351115614,78.3686103373766,5.933755677774845,408.6987242161588,21453298.988057006,11646,0
2020-02-27,407.59042085817657,80.63988834619522,1.2216122652654813,269.2053851214354,12868709.64736494,7713,0
2020-02-28,670.7178839277317,67.3759367838502,3.8137699553795197,501.9950479219307,23182921.777042013,12702,0
2020-02-29,932.8274436868112,75.83088462799788,3.2401184798821396,667.4501981144148,28182861.81299797,17656,0
2020-03-01,735.0772700701333,24.284933887422085,8.275633273102972,439.1687005725086,26400390.68953487,13886,0
2020-03-02,1082.9365817582811,97.48977021872997,7.374691620625187,759.8479317185667,28570665.18822669,20487,1
2020-03-03,219.61562848718447,32.59387646615505,5.8314488113616125,64.44836503166827,10308595.890392754,4142,1
2020-03-04,847.7531513317331,64.64116941392422,4.0827098299881,648.2872898692426,20079482.61850586,16059,0
2020-03-05,614.9552815874258,30.927852027118206,2.384732912747343,474.194075589558,15846936.702504743,11649,0
2020-03-06,1078.8407552311985,61.72677989304066,3.9339931094618428,806.2109165939668,27250369.95459725,20427,0
2020-03-07,1165.2801888502493,70.85905900597572,2.60940717774781,875.0530892135383,28657007.454373293,22060,0
2020-03-08,675.9158818924792,14.713103093206882,2.4467422081969263,438.4070187992381,18806667.857956663,12774,0
2020-03-09,224.85764622333903,12.194641068577766,0.37285984733776834,102.1115514557139,7244491.9854350835,4244,0
2020-03-10,100.39190302170744,0.0,2.2841045384274237,12.690981378367788,4602117.269674861,1890,0
2020-03-11,600.2664403119899,48.24992897361517,3.0817560063384293,496.8804510001133,14471656.780522227,11375,0
2020-03-12,712.6722580539396,48.46314375847578,5.14467381944228,595.470357890335,16945880.13421785,13502,0
2020-03-13,638.081632116511,36.89797579497099,4.090629302607273,474.98233427948105,17354682.67647185,12077,0
2020-03-14,103.80005320374183,0.0,2.3925531820293084,8.355773863088295,5538019.819961734,1953,0
2020-03-15,85.56828066067074,0.0,2.6560573913425682,8.359703824599102,5231781.459458557,1608,0
2020-03-16,68.84308264439044,0.0,1.7037343096881796,11.258724883392377,2058910.42127839,1292,0
2020-03-17,146.06199658712814,0.0,3.032221745354521,45.068412986217915,5097171.923892646,2746,0
2020-03-18,232.24229277695207,6.34095798432827,2.2854144061160344,121.11118095373159,7869354.650493443,4384,0
2020-03-19,178.76779953276105,0.241006001830101,3.710592788353613,76.71993087838435,8366152.844373095,3374,0
2020-03-20,264.01102385782866,13.831928953528404,4.452405223524314,141.33588390697864,10324811.74088373,4988,0
2020-03-21,46.17567673408533,0.0,1.3773274830183981,14.904101788347372,2975464.2484637457,871,0
2020-03-22,85.0588152011524,0.0,2.0223577206868515,26.49236387236231,3050478.0425887476,1600,0
2020-03-23,64.45624827207946,0.0,1.7611094581982898,23.73785420499119,2148184.1013774103,1213,0
2020-03-24,194.5318027069809,0.0,5.007246849400592,72.72845525772411,6897198.630165141,3662,0
2020-03-25,322.6696768545647,4.865936055779457,5.005182848232506,143.24121933488075,11793147.652504675,6083,0
2020-03-26,237.2163164940407,0.7394430041313171,5.615098280649191,76.24361583233487,11704018.921231983,4470,0
2020-03-27,269.4460404824733,38.44893325865269,4.707389584729873,130.36687281032465,11340157.215931896,5093,0
2020-03-28,150.53744890749093,0.7778509855270386,4.97333748271865,27.997954559196955,7924220.926539141,2841,0
2020-03-29,132.44656874075363,0.7778509855270386,2.9672045125665933,22.201922717694604,6939488.21464359,2498,0
2020-03-30,80.06214068674984,0.0,1.5382427457819847,4.032601824319083,3746973.6490248693,1509,0
2020-03-31,103.4308229601904,0.0,3.7691542196998196,9.50623590594062,6197526.19236679,1945,0
2020-04-01,132.1020698149812,0.241006001830101,5.270425749377763,22.345031749567735,5421106.233612882,2483,0
2020-04-02,232.46454596292145,0.241006001830101,9.946983193105204,34.86793766308674,12387362.237112926,4369,0
2020-04-03,235.0583123852758,0.241006001830101,7.774196693275796,35.85541425385709,10353903.230152817,4419,0
2020-04-04,157.0227467853135,0.0,4.6817129879135955,21.092886109914822,6192031.212485688,2950,0
2020-04-05,103.07120328950735,0.0,5.146383861418576,15.160959443690674,3119998.5539681036,1939,0
2020-04-06,65.63167621422116,0.0,3.763296128305737,10.071341189766962,2342585.3585574236,1236,0
2020-04-07,149.0053014110209,0.0,5.194475611116456,19.722460202069158,8163946.220918065,2804,0
2020-04-08,165.1229155715277,0.0,2.9188395856616065,23.377897509031182,8473445.091994291,3105,0
2020-04-09,161.10270676373193,0.0,2.7635497619785907,15.83887160097908,8902929.096160619,3027,0
2020-04-10,99.89022953347906,0.0,0.42483130918686046,7.302948418082339,4223095.021648078,1874,0
2020-04-11,142.92747056871164,0.0,2.7574273575190733,10.268356065235976,7272842.055234483,2686,0
2020-04-12,174.6322064742729,0.0,2.7048847429452176,11.23476458169501,9190403.579669237,3281,0
2020-04-13,123.41286085545856,0.0,1.9612174567452116,7.398529272932475,6263317.891426858,2321,0
2020-04-14,35.44147650383788,0.0,0.31660610735466066,1.970375189756461,2413831.952314613,666,0
2020-04-15,32.46149109996107,0.0,0.10556654541264038,1.0107357206848928,799559.5748089647,610,0
2020-04-16,101.78230002415955,0.0,0.7407937570703618,7.772348796021225,3501772.3618792524,1911,3
2020-04-17,99.52194932132568,0.0,0.425642435092058,6.067401836553109,2968988.7313013338,1868,3
2020-04-18,127.32496249060102,0.0,1.965232991990336,8.364145075847663,4634088.837912067,2390,0
2020-04-19,58.90519313642008,0.0,0.7960929992804565,5.759063704796303,3318378.6923385486,1106,0
2020-04-20,25.843127479946215,0.0,0.47674831303407056,3.626300124351938,2596533.958066558,486,0
2020-04-21,48.19665370360347,0.0,0.6359026477241565,2.2340155682916,3779059.7318925355,908,0
2020-04-22,15.750666537686868,0.0,0.2654528539390994,0.5297346531823184,517028.8031524364,297,0
2020-04-23,74.74319891409405,0.0,2.0069424751028384,8.209089646112831,2954122.8551796437,1410,0
2020-04-24,70.3142821956122,0.09583300352096558,0.7911148671768481,8.720670441199017,1408317.4041319678,1325,0
2020-04-25,86.57746725997097,0.16209399700164795,2.2735138686218614,19.91269522140801,2329658.059617135,1632,0
2020-04-26,137.47931159688048,0.0,1.6002418090396413,14.74852903569388,3781925.8697569105,2582,0
2020-04-27,189.47148247264798,0.0,3.505126245945753,14.752133337618279,5877904.639676917,3557,0
2020-04-28,236.09408378778923,0.0,2.5565450011645003,22.96936801799992,8324150.761131828,4430,0
2020-04-29,220.88261394282594,0.0,3.347326538923335,22.159848163952535,6976572.836826684,4146,0
2020-04-30,178.0692648373377,0.0,1.276345290668435,14.868571485610685,5706372.692445557,3341,0
2020-05-01,59.4224852852762,0.0,0.42500108694881666,2.181749047957847,1610762.3188214556,1116,0
2020-05-02,61.38606299359114,0.0,0.21291020189801732,5.280951406140701,1799921.8897804122,1153,0
2020-05-03,113.75029976976745,0.0,1.172169664525233,9.658291836886999,3444774.964843475,2134,0
2020-05-04,238.44007578132948,0.0,3.5637648345845645,21.482421478250288,9409044.867992453,4473,0
2020-05-05,356.10925405275714,0.0,12.195003783002193,36.24340441706596,14812778.723404791,6682,0
2020-05-06,330.8488801244394,0.0,13.393456267971212,42.64536487003393,13988010.3654389,6211,0
2020-05-07,449.1466623303157,0.0,30.616841254519862,99.9371620676383,23297031.055530384,8430,0
2020-05-08,249.50640092841718,0.0,13.029866918122181,33.21974142639118,10095714.77304801,4683,0
2020-05-09,382.2918873802105,0.0,39.57234699042823,113.69958744004437,21163233.334512673,7173,0
2020-05-10,175.31277046752376,0.0,9.276248192430826,32.295669382012306,7940261.649849924,3291,0
2020-05-11,391.41681143229346,0.0,29.8444419162767,80.76236449244782,19059091.764310017,7345,0
2020-05-12,367.0151107400821,0.0,28.365894620515085,73.9386230464404,16204948.341737796,6888,0
2020-05-13,508.2574191759875,0.0,45.011781400603084,114.08198954359773,22984943.234593585,9540,0
2020-05-14,576.7617985770432,0.0,55.69325391309728,132.83193644806903,27930097.08384154,10823,0
2020-05-15,461.98913767173696,0.0,39.096284877241224,102.35482551193236,19763445.100439567,8671,0
2020-05-16,535.0616185761633,0.0,46.847234513343196,144.1455685514352,25807292.54714839,10039,0
2020-05-17,200.0998636897052,0.0,11.613894538911836,39.32199723843348,6571219.844079149,3755,0
2020-05-18,536.7079815745552,0.4024679958820343,39.52072761309655,173.4072850135897,24000311.777093336,10077,0
2020-05-19,422.138980499984,0.4024679958820343,26.638641192039692,136.61103763851142,16245167.027716411,7925,0
2020-05-20,512.8995313536968,0.0,36.00429324051788,152.04217814738644,23278641.85913097,9628,0
2020-05-21,455.15128915057886,0.0,28.717024797204054,105.91666560172976,20288290.41360249,8538,0
2020-05-22,380.9203739574939,0.0,27.202619642616266,86.48206476365318,15848399.227411248,7145,0
2020-05-23,510.0501505526267,0.0,39.825217264302005,131.6321839932747,26484289.27722416,9571,0
2020-05-24,354.7474026992451,18.623426772654057,28.03844429734474,74.80376662460081,14194389.781546904,6663,0
2020-05-25,587.4009474904822,21.107271797955036,42.070037107581896,138.77640170762783,26966751.96472339,11026,0
2020-05-26,367.99206219788175,46.70430598407984,20.463224506269736,66.29008791430489,13275593.153990759,6904,0
2020-05-27,471.9784887654606,0.0,33.62010029421933,102.88555216207834,20413374.83084692,8851,0
2020-05-28,404.30960730494763,9.735483884811401,14.681089545691112,53.17424740346835,15529259.84124381,7577,0
2020-05-29,340.7583081313222,0.0,18.759140089881196,59.251471952637715,13979425.800387168,6389,0
2020-05-30,429.5660892785174,1.4168930053710938,18.550418731457224,65.9470504692718,22439080.822264515,8059,0
2020-05-31,257.8141641234397,0.0,14.090824012793437,39.02169342413369,12512144.884619396,4840,0
2020-06-01,480.1772247554409,0.0,24.525726440030816,86.1023681381687,26694719.313304987,9007,0
2020-06-02,259.84927279960255,0.0,7.517571821027792,25.759183814768985,11019940.026267566,4875,0
2020-06-03,380.50787598436403,0.0,22.141840120434747,66.98903509488073,20009849.535758644,7142,0
2020-06-04,185.36869457985384,0.0,6.8150526837620875,23.504085081833612,8345026.869925684,3478,0
2020-06-05,264.2634032527446,0.0,16.88015459880976,52.005028194129885,12140568.537472427,4958,0
2020-06-06,260.18843545448357,0.0,13.26639364618106,45.673619122428576,10202846.447216677,4878,0
2020-06-07,222.33204448517498,0.0,13.04787614413898,45.55648223302186,8702878.878903827,4169,0
2020-06-08,186.270633652163,53.99664294719696,5.218177885186282,26.2886396418805,6903884.864296202,3503,1
2020-06-09,30.140521100091963,0.0,0.9050083008473837,3.5161030430749944,469512.5082078044,565,0
2020-06-10,111.31868036475737,0.0,1.6970002039638432,8.729489249162913,5640549.025007582,2092,0
2020-06-11,153.34828967161167,0.0,4.736259526777797,16.005320544467256,4963614.123241094,2876,0
2020-06-12,200.45699568905397,0.0,7.22656786104786,22.289794127800356,7572542.704141908,3762,0
2020-06-13,145.98159456429732,0.0,3.4140703253130416,13.342950025101796,5772963.079260056,2738,0
2020-06-14,197.18603145055036,0.0,3.513263380949465,19.415742852124914,9145839.858636955,3701,0
2020-06-15,289.51169691493544,0.0,5.381673167642309,25.6503700273038,12675855.67936647,5436,0
2020-06-16,258.30325303579804,0.0,7.018126574070547,23.181896208655193,10162890.101954473,4850,0
2020-06-17,371.0727631223452,0.0,15.694763406143403,51.35020004915779,19082098.315039054,6969,0
2020-06-18,246.53322169982326,0.0,10.485628949262859,34.0471386386199,7944752.358696857,4626,0
2020-06-19,406.18614843757445,0.0,20.011252412471947,63.634350350217716,20601261.25516177,7621,0
2020-06-20,202.00284514347132,10.473921775817871,4.575284198698844,21.7340942008879,6569190.302894721,3790,0
2020-06-21,298.3195104883414,10.473921775817871,7.493376614418739,30.245809580078262,14641469.033960814,5602,0
2020-06-22,284.7628721773654,29.767242431640625,4.899846534348757,67.93453985746457,12809287.29504392,5352,0
2020-06-23,220.81915659577228,0.0,4.52071565472917,19.73202524251271,10340927.868793484,4146,0
2020-06-24,321.38861773059233,0.0,12.044240400982467,42.425521594712876,15767679.910550417,6027,0
2020-06-25,210.10454045030446,8.990514755249023,5.267350902935501,19.295326737587157,7934562.792472509,3942,0
2020-06-26,361.28004257828786,33.36108875274658,14.072358140545212,54.97881486344051,17934096.169808384,6777,0
2020-06-27,218.42835993069187,63.048152446746826,5.328408839191339,47.36441728153913,9911702.69740639,4102,0
2020-06-28,369.53598976418556,47.39256763458252,6.931470805281732,71.09419122626915,18708424.637867674,6932,0
2020-06-29,412.78438012732744,98.07924178242683,9.234548662837579,103.85555706690752,19323447.272637982,7746,0
2020-06-30,361.97713822918956,8.487570017576218,11.193591555568675,60.210273669734626,15514110.948119959,6787,0
2020-07-01,335.8826665011222,2.3864409923553467,13.360296389174106,52.15657907985531,15291283.308557995,6298,0
2020-07-02,222.4186502315636,2.3864409923553467,10.040259532996927,25.33237620072579,9494829.740718074,4173,0
2020-07-03,321.78341425872173,0.0,16.49901633599162,40.72432001061134,17024658.486735713,6039,0
2020-07-04,188.54402146912386,0.0,4.684513637266138,15.740733975003,4299649.439387525,3535,0
2020-07-05,332.3868889180788,0.0,9.976113802973728,42.43344084284926,16006975.30523281,6229,0
2020-07-06,120.14534747089466,0.0,4.536601503624798,13.50453102722858,3214878.5343365055,2251,0
2020-07-07,129.35739094715424,0.0,4.589773129259909,14.304350160465477,3994391.764962598,2424,0
2020-07-08,62.90932163988497,0.0,3.7362938508650463,10.62134474755903,1559247.8235008998,1179,0
2020-07-09,115.6452706143237,0.0,4.911361481989245,16.280562464616096,3409051.661460611,2166,0
2020-07-10,232.70245765256064,0.0,6.351797535369491,33.1002571600345,8679344.967989204,4360,0
2020-07-11,163.18411597254155,0.0,5.972493951319639,25.663120901395555,6063071.365964056,3059,0
2020-07-12,271.1617629918071,0.0,9.013196961802064,51.85458396554175,12453151.634824583,5084,0
2020-07-13,105.16623286671557,0.0,1.7615151036479413,13.558649485263512,4471770.795131794,1971,0
2020-07-14,250.59999383330165,0.0,9.9040650608612,36.71366278594868,10324394.227152374,4697,0
2020-07-15,83.59338195136522,0.0,1.2814270037701538,9.9851002960633,3228172.3482960244,1566,0
2020-07-16,71.11965383157474,0.0,2.0286165108867555,11.05197248216608,2270185.5975563494,1332,0
2020-07-17,25.57338798907991,0.0,0.4803114534866875,3.310015196953291,817525.2476608544,479,0
2020-07-18,7.0451723766042225,0.0,0.3201552630521093,0.747222651581554,178966.00340710656,132,0
2020-07-19,27.232099954129044,0.0,0.2135935207213021,3.417629418853155,1571068.4566002395,510,0
2020-07-20,36.10358005711537,0.0,0.8012661217663896,2.1893226250186477,1725594.390248354,676,0
2020-07-21,84.7595521694156,0.0,1.8692363944363997,8.911775032072248,4181269.8006674787,1588,0
2020-07-22,72.58610597674698,0.0,2.9361125047182046,9.819865877390596,2196831.6142805666,1360,0
2020-07-23,80.74667407340502,0.0,3.0962287336373184,11.797762340571984,2952137.361078585,1513,0
2020-07-24,97.69537186342585,0.0,3.1500284776763174,12.493528810172464,2836381.975526398,1830,0
2020-07-25,183.8068533496777,0.0,3.363120950539107,23.536560336854734,7002380.588632879,3444,0
2020-07-26,200.19060120187112,0.0,8.221522235950848,31.143221310543268,9411292.12426381,3751,0
2020-07-27,110.05778953619236,0.0,0.9055592000599221,12.477387887287627,3303859.977526412,2062,0
2020-07-28,38.6276278137863,0.0,0.37393766009763935,2.023863791632585,1424660.0510341625,724,0
2020-07-29,34.43938772930527,0.0,0.48069691639723344,1.8649015934317295,1162155.485276438,645,0
2020-07-30,175.58825951266658,0.0804779976606369,4.89699074070983,26.973320651501513,6083391.967724997,3290,0
2020-07-31,510.84551895560384,66.46103611588478,8.862670607629926,169.53161322671963,21907840.84996484,9591,0
2020-08-01,411.95573444195605,0.0,8.487261680131724,66.84934836884574,17679937.838053443,7720,0
2020-08-02,481.85991841874034,0.8389710187911987,15.325807479770424,98.25995328601618,23294575.940064136,9029,0
2020-08-03,262.6568504921275,0.0,5.873002520412666,36.08770803052402,10481147.49613671,4921,0
2020-08-04,178.25149877754993,0.0,8.117011898796482,24.778355521513387,6451613.076212726,3338,0
2020-08-05,73.54675940798293,0.0,0.4272727107358503,5.074034283009383,2061123.2210704845,1377,0
2020-08-06,163.26907711340243,0.0,4.166380257881101,19.49473353880322,6958404.746985455,3057,0
2020-08-07,176.22505467948872,0.0,4.326126555881354,20.881596121403366,6945188.435403843,3300,0
2020-08-08,226.74310968554846,0.0,6.8346439757723125,33.1607500086912,8714388.68041869,4247,0
2020-08-09,61.69528852335485,0.0,1.068253734393389,6.722529960197717,3027605.2604166544,1156,0
2020-08-10,109.67109973963811,0.0,4.2174585222148515,15.912301432132455,3096060.5848266194,2054,0
2020-08-11,244.0135968051445,0.0,7.255786624460842,34.08385433799801,7183993.528146042,4575,0
2020-08-12,219.83885280984902,0.0,7.039080320892423,28.169838656118998,5657904.835406968,4122,0
2020-08-13,339.90650221064254,22.032742962241173,8.50567228071619,49.45255994842995,13310308.303797243,6378,0
2020-08-14,136.56213842920275,64.47674740850925,1.4336691227631548,18.97501084951802,7090193.194430189,2567,1
2020-08-15,296.39187385534467,398.61169312894344,5.484797797927938,63.79622838341596,11290905.716047117,5566,2
2020-08-16,192.3216728492549,70.09562794864178,3.789525872770331,55.71393710261136,5297159.174775092,3612,0
2020-08-17,137.20150465258834,0.0,4.430546048336024,18.937200535147234,2997458.928717179,2570,0
2020-08-18,70.3469572278412,0.0,0.0,7.8519102899054305,1457126.053554,1317,0
2020-08-19,35.361948673488335,0.0,0.0,3.792374642472256,555832.4888903389,662,0
2020-08-20,35.89541355561306,0.0,0.0,3.57873604189321,719011.5185740571,672,0
