lon,lat,exposed_dates,mean_population,cumulative_person_date_exposure,index_right,adm1_name,adm1_name1,adm1_name2,adm1_name3,adm1_pcode,adm0_name,adm0_name1,adm0_name2,adm0_name3,adm0_pcode,valid_on,valid_to,area_sqkm,version,lang,lang1,lang2,lang3,adm1_ref_name,center_lat,center_lon
29.684375762939453,9.011458396911621,822,6.817650608192685,5604.108799934387,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.640625,9.136458396911621,822,4.907628842513927,4034.0709085464478,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.717708587646484,9.015625,820,12.554783862974585,10294.92276763916,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.646875381469727,9.140625,820,11.079621287090022,9085.289455413818,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.68229103088379,9.011458396911621,820,9.856203866586453,8082.087170600891,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.644792556762695,9.146875381469727,820,1.9984988087561073,1638.769023180008,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.765625,9.396875381469727,818,1.7226387584413467,1409.1185044050217,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.680208206176758,9.117708206176758,817,4.574912301183768,3737.7033500671387,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.688541412353516,9.009374618530273,817,3.17431219088112,2593.413059949875,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.71354103088379,9.288541793823242,817,0.6124583796450966,500.37849617004395,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.765625,9.398958206176758,816,2.3247969036593155,1897.0342733860016,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.721874237060547,9.017708778381348,815,9.48434133237125,7729.738185882568,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.659374237060547,9.132291793823242,814,10.028339329750004,8163.068214416504,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.644792556762695,9.140625,814,1.0382094247774645,845.102471768856,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
29.82604217529297,9.380208015441895,814,0.7622138013564398,620.442034304142,5.0,Unity,,,,SS06,South Sudan,,,,SS,2022-12-19,,37058.93489438,v03,en,,,,Unity,8.67657042,29.78380318
